,belongs_to_collection,revenue
4372,{},171504781
4373,{},46616067
4374,{},288752301
4375,{},0
4376,{},0
4377,Critters Collection,13167232
4378,Critters Collection,3813293
4379,Critters Collection,0
4380,{},16262415
4381,{},12706478
4382,{},0
4383,Dirty Harry Collection,0
4384,{},42039085
4385,{},0
4386,Elvira Collection,5596267
4387,Ernest Collection,28202109
4388,{},0
4389,{},3527636
4390,{},17514553
4391,{},17637950
4392,{},0
4393,{},0
4394,{},43455230
4395,{},0
4396,{},7399763
4397,{},6436211
4398,{},0
4399,The Howling Collection,0
4400,{},0
4401,{},0
4402,{},0
4403,{},1189315
4404,The Land Before Time Collection,84460846
4405,{},22433275
4406,{},0
4407,{},0
4408,{},0
4409,{},0
4410,{},0
4411,{},13854000
4412,{},6264058
4413,{},7242035
4414,{},3587303
4415,{},1893139
4416,{},34994648
4417,Return of the Living Dead Collection,9205924
4418,Return of the Living Dead Collection,14237000
4419,The Man From Snowy River Collection,0
4420,The Man From Snowy River Collection,20659423
4421,{},187349
4422,{},2835116
4423,{},331000
4424,{},8892589
4425,{},8
4426,{},19595031
4427,{},0
4428,{},29300000
4429,Short Circuit Collection,21630088
4430,Short Circuit Collection,40697761
4431,{},0
4432,{},1791328
4433,{},4594452
4434,{},3790493
4435,{},0
4436,{},0
4437,Tetsuo Collection,0
4438,{},13008928
4439,{},0
4440,{},4865997
4441,{},0
4442,{},0
4443,{},216614388
4444,{},0
4445,{},0
4446,The Waxwork Collection,808114
4447,{},0
4448,{},0
4449,{},74134790
4450,American Ninja Collection,10499694
4451,American Ninja Collection,0
4452,American Ninja Collection,0
4453,Best of the Best Collection,6500000
4454,{},117463
4455,Bill & Ted's Most Excellent Collection,40485039
4456,{},45892212
4457,{},19131000
4458,{},2692037
4459,{},0
4460,C.H.U.D. Collection,0
4461,{},18671317
4462,{},0
4463,{},0
4464,Cyborg Collection,10166459
4465,{},19738015
4466,{},8125592
4467,{},0
4468,Dream a Little Dream Collection,0
4469,{},28890240
4470,{},0
4471,{},3916303
4472,Eddie and the Cruisers Collection,0
4473,Eddie and the Cruisers Collection,4786789
4474,{},7754571
4475,{},0
4476,{},0
4477,{},12195695
4478,{},2420917
4479,{},0
4480,{},0
4481,{},2777280
4482,{},0
4483,{},0
4484,{},0
4485,{},0
4486,{},60864870
4487,{},0
4488,{},0
4489,{},0
4490,{},0
4491,{},0
4492,{},20047604
4493,{},0
4494,{},0
4495,{},7237794
4496,{},0
4497,K-9 Collection,78247647
4498,Kickboxer Collection,14697005
4499,{},0
4500,{},0
4501,{},0
4502,{},15704614
4503,{},793775
4504,{},22099847
4505,Look Who's Talking Collection,296000000
4506,{},3960327
4507,Major League Collection,49797148
4508,{},0
4509,{},0
4510,{},1145404
4511,{},0
4512,{},0
4513,{},15942628
4514,{},16093651
4515,{},0
4516,{},0
4517,{},0
4518,{},0
4519,{},0
4520,{},0
4521,{},4192440
4522,Jurassic Park Collection,368780809
4523,{},0
4524,{},15250000
4525,{},0
4526,{},0
4527,{},362211740
4528,{},0
4529,{},99000
4530,{},1443067
4531,{},43719
4532,{},0
4533,{},295206
4534,{},0
4535,{},0
4536,Swamp Thing Collection,192816
4537,The Musketeers Collection,0
4538,Road House Collection,30050028
4539,{},0
4540,{},0
4541,{},3169719
4542,{},0
4543,{},8800000
4544,{},0
4545,{},110879513
4546,{},46908987
4547,{},12065892
4548,{},0
4549,{},16554699
4550,{},0
4551,{},0
4552,{},401421
4553,The Stepfather Collection,1519796
4554,The Stepfather Collection,0
4555,{},0
4556,{},0
4557,{},63408614
4558,{},9114702
4559,{},40590000
4560,{},0
4561,{},71079915
4562,{},0
4563,{},79258538
4564,{},725131
4565,{},0
4566,Warlock Collection,0
4567,{},14278900
4568,{},0
4569,Warlock Collection,0
4570,Weekend at Bernie's Collection,0
4571,{},0
4572,{},0
4573,{},0
4574,{},25928721
4575,{},0
4576,{},0
4577,{},0
4578,{},100544
4579,{},0
4580,{},0
4581,Basket Case Collection,0
4582,{},49501
4583,{},35402320
4584,The Princess Diaries Collection,165335153
4585,Rush Hour Collection,347325802
4586,{},0
4587,{},0
4588,{},0
4589,La cage aux folles,20424259
4590,La cage aux folles,6950125
4591,{},0
4592,{},0
4593,{},31678778
4594,{},8091910
4595,{},0
4596,{},0
4597,{},19853892
4598,Philo & Clyde Collection,70687344
4599,{},0
4600,{},0
4601,{},0
4602,American Pie Collection,287553595
4603,{},13596911
4604,{},0
4605,{},13678913
4606,{},1051948
4607,{},0
4608,{},0
4609,{},373967
4610,{},0
4611,{},62112895
4612,{},85498534
4613,{},0
4614,{},0
4615,{},0
4616,{},0
4617,{},33788161
4618,{},14010832
4619,{},19693891
4620,{},850225
4621,{},688510
4622,{},0
4623,{},0
4624,{},0
4625,{},0
4626,{},4574762
4627,Jeepers Creepers Collection,59217789
4628,{},16017403
4629,{},261603
4630,{},0
4631,3 Ninjas Collection,0
4632,3 Ninjas Collection,0
4633,3 Ninjas Collection,0
4634,{},0
4635,{},0
4636,{},4790926
4637,{},0
4638,{},0
4639,{},27053815
4640,{},16991902
4641,{},0
4642,{},0
4643,{},0
4644,{},0
4645,{},0
4646,{},0
4647,{},0
4648,{},1667192
4649,{},0
4650,{},0
4651,{},0
4652,{},0
4653,{},23619609
4654,{},40222729
4655,{},0
4656,{},251058
4657,{},8493890
4658,{},5271666
4659,{},104876233
4660,{},0
4661,{},0
4662,{},0
4663,{},0
4664,Omega Code Series,0
4665,{},2402459
4666,{},2452566
4667,{},2689068
4668,{},0
4669,{},0
4670,{},0
4671,{},0
4672,{},0
4673,A Man Called Horse Collection,0
4674,{},0
4675,{},0
4676,{},0
4677,{},0
4678,{},0
4679,{},6000000
4680,{},0
4681,{},0
4682,{},60000000
4683,{},0
4684,{},0
4685,{},6800000
4686,{},10600000
4687,{},5000000
4688,{},0
4689,{},0
4690,{},0
4691,{},0
4692,{},0
4693,{},0
4694,{},0
4695,{},9697739
4696,{},0
4697,{},100020092
4698,{},24185781
4699,Zoolander Collection,60780981
4700,{},0
4701,{},1
4702,{},0
4703,{},0
4704,Joy Ride Collection,36642838
4705,{},17292381
4706,{},77516304
4707,{},0
4708,{},0
4709,{},7206220
4710,{},0
4711,The Party Collection,0
4712,{},0
4713,{},37121708
4714,{},0
4715,{},0
4716,{},12000000
4717,Cheech & Chong Collection,41675194
4718,{},67182787
4719,{},0
4720,{},0
4721,{},0
4722,{},0
4723,{},0
4724,{},0
4725,{},0
4726,{},0
4727,{},67631903
4728,{},23978402
4729,{},14681661
4730,{},0
4731,{},20117339
4732,{},0
4733,{},0
4734,{},0
4735,{},7316658
4736,{},0
4737,{},0
4738,Dirty Harry Collection,35976000
4739,{},0
4740,{},83304330
4741,{},0
4742,{},0
4743,{},0
4744,{},0
4745,{},0
4746,{},0
4747,{},0
4748,{},74558115
4749,{},27642707
4750,{},35743308
4751,{},0
4752,{},0
4753,{},0
4754,{},0
4755,{},0
4756,{},3176880
4757,{},50315140
4758,{},0
4759,{},0
4760,{},0
4761,Darko Collection,1270522
4762,{},0
4763,{},0
4764,{},0
4765,{},0
4766,{},0
4767,{},0
4768,{},54249294
4769,"Monsters, Inc. Collection",562816256
4770,{},72700000
4771,{},490475
4772,{},0
4773,{},141069860
4774,{},27
4775,{},0
4776,When a Stranger Calls Collection,0
4777,{},0
4778,{},10229331
4779,Harry Potter Collection,976475550
4780,{},0
4781,{},2025238
4782,{},0
4783,{},14782676
4784,{},143049560
4785,{},6459020
4786,{},0
4787,{},0
4788,{},0
4789,{},0
4790,{},0
4791,{},0
4792,{},0
4793,{},0
4794,{},0
4795,Fanny Brice Collection,52223306
4796,{},0
4797,{},0
4798,Beastmaster Collection,14056528
4799,{},0
4800,{},0
4801,{},0
4802,{},390659
4803,{},0
4804,{},0
4805,{},0
4806,{},0
4807,{},0
4808,{},0
4809,{},0
4810,{},1258000
4811,{},0
4812,{},0
4813,Harry Palmer Collection,0
4814,{},0
4815,{},31899000
4816,{},0
4817,The Exterminator Collection,0
4818,{},0
4819,{},21202829
4820,{},0
4821,{},0
4822,{},16647800
4823,{},0
4824,{},27107960
4825,{},0
4826,Caprona Collection,0
4827,{},0
4828,Dirty Harry Collection,46236000
4829,{},7496681
4830,{},26414658
4831,{},0
4832,{},0
4833,{},12232628
4834,{},0
4835,{},0
4836,Caprona Collection,0
4837,{},0
4838,{},0
4839,{},0
4840,Dirty Harry Collection,67642693
4841,Behind Enemy Lines Collection,91753202
4842,{},0
4843,{},0
4844,{},0
4845,{},0
4846,Ocean's Collection,450717150
4847,{},0
4848,{},0
4849,{},0
4850,{},0
4851,{},0
4852,{},0
4853,{},0
4854,{},25100000
4855,{},0
4856,{},173921954
4857,{},66468332
4858,{},203388341
4859,{},0
4860,{},0
4861,{},0
4862,{},71441250
4863,Bill & Ted's Most Excellent Collection,0
4864,{},0
4865,{},0
4866,{},0
4867,{},0
4868,{},5778353
4869,{},10500000
4870,{},16500000
4871,{},300859
4872,{},31155435
4873,{},80936232
4874,{},0
4875,{},0
4876,The Lord of the Rings Collection,871368364
4877,{},37317558
4878,{},313542341
4879,{},0
4880,{},0
4881,{},0
4882,{},0
4883,{},0
4884,{},0
4885,Fritz the Cat Collection,0
4886,Fritz the Cat Collection,0
4887,{},0
4888,{},0
4889,Sex and Zen Collection,396003
4890,{},0
4891,{},9000000
4892,{},87713825
4893,{},172989651
4894,{},741394
4895,{},30400000
4896,{},87754044
4897,{},92542418
4898,{},44909486
4899,{},0
4900,{},0
4901,{},0
4902,{},0
4903,{},76382
4904,{},0
4905,{},0
4906,{},0
4907,{},0
4908,{},0
4909,{},70752904
4910,48 Hrs. Collection,153518974
4911,{},0
4912,{},0
4913,{},1155000
4914,{},0
4915,{},0
4916,{},0
4917,{},0
4918,{},0
4919,{},0
4920,{},0
4921,{},0
4922,{},14110013
4923,Conan the Barbarian Collection,100000000
4924,{},760883
4925,{},0
4926,{},8894289
4927,{},4400000
4928,{},4865000
4929,{},0
4930,{},0
4931,{},0
4932,48 Hrs. Collection,78868508
4933,{},0
4934,{},0
4935,{},0
4936,{},0
4937,{},10219460
4938,{},63513743
4939,{},0
4940,{},0
4941,{},0
4942,{},0
4943,{},81600000
4944,{},4385312
4945,{},0
4946,{},4300000
4947,{},75395048
4948,{},55157539
4949,{},41227069
4950,{},4
4951,{},0
4952,{},0
4953,{},0
4954,{},95789342
4955,{},0
4956,{},0
4957,{},0
4958,{},0
4959,{},22030000
4960,{},11129057
4961,{},0
4962,{},6413915
4963,{},0
4964,{},0
4965,{},0
4966,{},0
4967,{},0
4968,{},0
4969,{},0
4970,{},0
4971,{},939423
4972,{},0
4973,{},0
4974,{},52970014
4975,{},78382433
4976,{},0
4977,{},0
4978,{},16671505
4979,{},0
4980,{},0
4981,{},0
4982,{},11000000
4983,{},0
4984,{},53579269
4985,The Sandlot Collection,32416586
4986,{},0
4987,{},0
4988,{},61141030
4989,{},32287044
4990,{},102244770
4991,Peter Pan Collection,109862682
4992,Super Troopers Collection,18492362
4993,{},44456478
4994,{},0
4995,{},0
4996,{},0
4997,{},0
4998,{},0
4999,Fanny Brice Collection,0
5000,{},0
5001,{},0
5002,Sleuth Collection,0
5003,{},0
5004,{},0
5005,{},0
5006,{},0
5007,{},11715321
5008,{},0
5009,{},52322400
5010,The Vampire Chronicles,45479110
5011,{},0
5012,{},0
5013,{},0
5014,{},0
5015,{},0
5016,{},0
5017,{},0
5018,{},0
5019,{},0
5020,State Property Collection,2106838
5021,The Bad New Bears Collection,35323292
5022,The Bad New Bears Collection,0
5023,The Bad New Bears Collection,19104350
5024,{},0
5025,The Lone Ranger (Clayton Moore) Collection,0
5026,The Lone Ranger (Clayton Moore) Collection,0
5027,{},0
5028,Vampire Hunter D Collection,0
5029,{},0
5030,{},0
5031,{},0
5032,{},0
5033,{},0
5034,{},114660784
5035,{},0
5036,{},0
5037,{},0
5038,{},0
5039,{},0
5040,{},0
5041,FernGully Collection,32710894
5042,{},0
5043,{},21355893
5044,{},0
5045,{},0
5046,{},71368
5047,Zombi Collection,0
5048,{},0
5049,{},0
5050,{},0
5051,{},2948386
5052,{},25482931
5053,{},123729176
5054,{},2506446
5055,{},0
5056,{},1494399
5057,{},1030938
5058,{},0
5059,{},0
5060,{},4059673
5061,{},0
5062,{},6000000
5063,{},0
5064,{},0
5065,{},3484331
5066,{},15934737
5067,{},0
5068,{},0
5069,{},0
5070,{},0
5071,{},0
5072,{},0
5073,{},0
5074,{},0
5075,{},0
5076,{},0
5077,{},0
5078,{},0
5079,{},15795189
5080,{},0
5081,{},0
5082,{},0
5083,{},0
5084,{},0
5085,{},0
5086,{},0
5087,{},0
5088,{},0
5089,{},0
5090,Get Smart Collection,0
5091,{},18971000
5092,"Oh, God! Collection",0
5093,"Oh, God! Collection",41687243
5094,{},0
5095,{},0
5096,{},0
5097,Ice Age Collection,383257136
5098,Resident Evil Collection,102984862
5099,{},77741732
5100,{},0
5101,{},10013424
5102,{},0
5103,{},0
5104,{},33616692
5105,{},17233166
5106,{},0
5107,{},0
5108,{},344
5109,The Paleface Collection,0
5110,Road to Collection,0
5111,Road to Collection,0
5112,Road to Collection,0
5113,Road to Collection,0
5114,{},5
5115,Tales of the Four Seasons,0
5116,{},35856053
5117,{},0
5118,{},0
5119,{},0
5120,{},43995918
5121,{},0
5122,{},0
5123,{},0
5124,{},0
5125,Smokey and the Bandit Collection,66132626
5126,Smokey and the Bandit Collection,126737428
5127,Smokey and the Bandit Collection,5678950
5128,{},0
5129,{},101300000
5130,Sällskapsresorna,5010362
5131,{},0
5132,{},0
5133,Blade Collection,155010032
5134,{},0
5135,{},0
5136,{},0
5137,{},0
5138,{},0
5139,{},0
5140,{},0
5141,{},0
5142,{},0
5143,{},38793283
5144,{},38793283
5145,{},38793283
5146,{},38793283
5147,{},0
5148,{},196397415
5149,{},75597042
5150,{},0
5151,{},9801375
5152,{},28149
5153,{},0
5154,{},0
5155,{},46352
5156,{},0
5157,{},0
5158,{},0
5159,{},0
5160,{},3333306
5161,{},0
5162,{},0
5163,{},0
5164,{},63781810
5165,National Lampoon’s Van Wilder Collection,38275483
5166,{},0
5167,{},0
5168,{},0
5169,{},0
5170,{},0
5171,{},0
5172,{},0
5173,{},96568
5174,Slap Shot Collection,28000000
5175,{},94935764
5176,{},13110448
5177,{},0
5178,{},68696770
5179,{},3646994
5180,{},705308
5181,My Big Fat Greek Wedding Collection,368744044
5182,{},0
5183,{},0
5184,{},16000000
5185,{},39404261
5186,War Trilogy,0
5187,Killer Tomatoes! Collection,0
5188,Horror High Collection,0
5189,{},0
5190,3 Men Collection,0
5191,3 Men Collection,0
5192,{},0
5193,{},5000000
5194,{},56714147
5195,The Scorpion King Collection,165333180
5196,{},0
5197,{},0
5198,{},15705007
5199,{},0
5200,{},1347988
5201,{},0
5202,{},0
5203,{},0
5204,{},0
5205,Friday the 13th Collection,16951798
5206,{},16872671
5207,{},0
5208,{},0
5209,{},0
5210,{},0
5211,{},676698
5212,{},0
5213,{},14904
5214,{},1304192
5215,{},0
5216,{},27575086
5217,{},0
5218,{},0
5219,{},5546827
5220,{},0
5221,{},0
5222,{},19319254
5223,{},0
5224,{},0
5225,{},0
5226,{},10364904
5227,{},0
5228,Wild Orchid Collection,0
5229,{},0
5230,{},0
5231,Spider-Man Collection,821708551
5232,{},0
5233,{},0
5234,{},0
5235,{},0
5236,{},0
5237,{},0
5238,{},0
5239,{},0
5240,{},0
5241,{},6266621
5242,{},0
5243,White Fang Collection,34793160
5244,White Fang Collection,0
5245,{},0
5246,{},119137784
5247,{},0
5248,{},1008404
5249,{},2451545
5250,{},0
5251,{},0
5252,{},0
5253,{},0
5254,{},0
5255,{},0
5256,{},0
5257,{},0
5258,{},0
5259,{},129000000
5260,Star Wars Collection,649398328
5261,{},416925
5262,{},0
5263,{},0
5264,Philo & Clyde Collection,85
5265,{},0
5266,{},0
5267,{},321952
5268,{},0
5269,{},51801187
5270,{},113714830
5271,{},122563539
5272,{},0
5273,{},0
5274,{},0
5275,{},0
5276,{},0
5277,{},0
5278,{},0
5279,{},2000000
5280,{},0
5281,{},0
5282,The Jack Ryan Collection,193000000
5283,{},41604473
5284,{},0
5285,{},0
5286,{},0
5287,{},0
5288,{},0
5289,{},0
5290,{},0
5291,{},14356479
5292,{},0
5293,{},0
5294,{},0
5295,{},0
5296,{},65977295
5297,{},0
5298,{},0
5299,{},3786801
5300,The Bourne Collection,214034224
5301,Scooby-Doo Collection,275650703
5302,{},77628265
5303,{},0
5304,{},0
5305,{},0
5306,{},0
5307,{},0
5308,{},0
5309,{},0
5310,Cheech & Chong Collection,0
5311,{},0
5312,{},0
5313,{},0
5314,{},0
5315,{},0
5316,{},0
5317,{},12000000
5318,{},0
5319,{},3900000
5320,{},0
5321,{},0
5322,{},5400000
5323,{},3206713
5324,{},0
5325,{},0
5326,Lilo & Stitch Collection,145771527
5327,{},358372926
5328,{},0
5329,{},0
5330,{},0
5331,{},171269535
5332,{},4186931
5333,{},0
5334,Look Who's Talking Collection,0
5335,{},0
5336,{},0
5337,{},0
5338,{},0
5339,{},0
5340,Like Mike Collection,0
5341,Men In Black Collection,441818803
5342,{},11411644
5343,{},0
5344,{},33082548
5345,{},43061982
5346,{},181001478
5347,{},0
5348,{},0
5349,{},0
5350,{},0
5351,{},0
5352,{},0
5353,{},12918858
5354,{},0
5355,{},0
5356,{},22000000
5357,{},83305
5358,Halloween Collection,37664855
5359,{},2628241
5360,{},0
5361,{},35168966
5362,Stuart Little Collection,169956806
5363,Austin Powers Collection,296655431
5364,{},0
5365,{},1434436
5366,{},240093
5367,{},2891288
5368,{},0
5369,{},0
5370,{},0
5371,{},0
5372,{},0
5373,{},0
5374,{},0
5375,Our Man Flint Collection,0
5376,{},0
5377,The Modesty Blaise Collection,0
5378,{},0
5379,Our Man Flint Collection,0
5380,{},0
5381,{},0
5382,{},20458340
5383,{},0
5384,{},408247917
5385,{},0
5386,Spy Kids Collection,119723358
5387,{},16856124
5388,{},26199517
5389,xXx Collection,277448382
5390,{},0
5391,{},0
5392,{},0
5393,{},0
5394,{},0
5395,{},19184015
5396,{},0
5397,Living Trilogy,0
5398,{},0
5399,{},0
5400,{},0
5401,{},0
5402,{},0
5403,{},0
5404,{},30000000
5405,{},7103973
5406,Blue Crush Collection,51842679
5407,{},0
5408,{},21075
5409,{},10113733
5410,{},52223306
5411,{},16930185
5412,{},19576023
5413,Undisputed Collection,12398628
5414,{},0
5415,{},0
5416,{},0
5417,{},0
5418,{},0
5419,{},0
5420,Care Bears Collection,0
5421,Care Bears Collection,0
5422,{},41092328
5423,Hot Shots! Collection,181096164
5424,{},0
5425,{},0
5426,{},0
5427,{},0
5428,976-EVIL Collection,2955917
5429,{},250993
5430,{},62134225
5431,{},0
5432,{},9000000
5433,{},0
5434,Frankenstein (Hammer Series),0
5435,Stakeout Collection,0
5436,{},0
5437,{},10626725
5438,{},18902015
5439,{},0
5440,{},0
5441,{},0
5442,{},0
5443,{},0
5444,{},70569
5445,{},22433915
5446,{},34411240
5447,{},0
5448,{},0
5449,{},0
5450,{},0
5451,{},2647055
5452,{},0
5453,Barbershop Collection,75781642
5454,{},0
5455,The Transporter Collection,43928932
5456,{},0
5457,{},0
5458,{},4777465
5459,{},0
5460,{},8041049
5461,{},19740070
5462,{},22518097
5463,{},0
5464,Ernest Collection,0
5465,Ernest Collection,0
5466,{},0
5467,The Hills Have Eyes (Original) Collection,0
5468,The Hills Have Eyes (Original) Collection,25000000
5469,{},0
5470,{},0
5471,{},16453258
5472,{},0
5473,{},0
5474,{},0
5475,{},15369573
5476,{},0
5477,{},4916135
5478,{},0
5479,{},23000000
5480,{},0
5481,{},0
5482,{},0
5483,{},0
5484,{},0
5485,{},0
5486,{},0
5487,{},0
5488,{},19924033
5489,{},0
5490,{},29882645
5491,{},6916869
5492,{},0
5493,{},215339
5494,{},0
5495,{},0
5496,{},9304609
5497,{},274925095
5498,{},0
5499,{},180622424
5500,{},0
5501,{},0
5502,{},0
5503,{},0
5504,{},10011050
5505,{},0
5506,{},249204
5507,{},0
5508,{},0
5509,The Hannibal Lecter Anthology,209196298
5510,{},0
5511,{},773228
5512,"Heaven, Hell and Purgatory Collection",0
5513,{},0
5514,{},0
5515,{},0
5516,{},2415396
5517,Godzilla (Showa) Collection,0
5518,Godzilla (Showa) Collection,0
5519,Godzilla (Showa) Collection,0
5520,{},0
5521,{},0
5522,Qatsi Collection,589244
5523,{},0
5524,The Last Picture Show Collection,0
5525,{},1132112
5526,Ernest Collection,0
5527,Ernest Collection,0
5528,Dracula (Hammer Series),0
5529,{},0
5530,{},0
5531,{},799674
5532,Django - Original films,17277
5533,Django - Original films,0
5534,{},0
5535,{},299171
5536,{},6488144
5537,{},0
5538,{},0
5539,{},0
5540,{},0
5541,{},0
5542,{},605562
5543,{},27362712
5544,{},12000000
5545,{},0
5546,{},19158074
5547,{},0
5548,{},35564473
5549,{},2744253
5550,{},0
5551,Pokémon Collection,28023563
5552,Pokémon Collection,28023563
5553,Pokémon Collection,28023563
5554,Pokémon Collection,28023563
5555,{},17000000
5556,{},0
5557,{},598645
5558,{},0
5559,{},10719357
5560,{},14
5561,The Ring Collection,249348933
5562,{},2062066
5563,{},0
5564,{},0
5565,{},100477
5566,Qatsi Collection,13308
5567,{},0
5568,{},6723732
5569,{},0
5570,{},0
5571,{},0
5572,{},0
5573,Friday the 13th Collection,15938065
5574,{},0
5575,Saturday Night Fever Collection,237113184
5576,Saturday Night Fever Collection,64892670
5577,{},0
5578,{},0
5579,{},0
5580,{},0
5581,{},0
5582,{},0
5583,{},0
5584,{},3763988
5585,{},14155617
5586,{},0
5587,{},22471595
5588,{},0
5589,{},40716963
5590,{},10000000
5591,{},6892098
5592,{},0
5593,{},0
5594,{},12000000
5595,{},0
5596,{},0
5597,{},0
5598,{},0
5599,{},0
5600,{},9566593
5601,{},0
5602,{},0
5603,{},0
5604,{},0
5605,{},15578237
5606,{},0
5607,Man of Marble/Iron Collection,0
5608,{},216166
5609,{},0
5610,{},0
5611,{},32492674
5612,Enter the Ninja Collection,0
5613,{},13277558
5614,{},18000000
5615,{},0
5616,Faces of Death Collection,0
5617,Faces of Death Collection,0
5618,Faces of Death Collection,0
5619,Faces of Death Collection,0
5620,Faces of Death Collection,0
5621,Faces of Death Collection,0
5622,{},0
5623,{},0
5624,{},0
5625,{},0
5626,{},0
5627,{},0
5628,{},11740000
5629,{},0
5630,{},0
5631,{},0
5632,{},1400000
5633,{},0
5634,Göta kanal collection,0
5635,{},566736
5636,{},0
5637,{},2154696
5638,{},0
5639,{},0
5640,{},0
5641,{},0
5642,{},2945600
5643,{},0
5644,The BRD Collection,0
5645,{},0
5646,{},0
5647,{},0
5648,{},0
5649,{},0
5650,{},0
5651,{},0
5652,My Bloody Valentine Collection,0
5653,{},0
5654,{},29916207
5655,{},0
