,crew,title,release_date,return,budget,revenue
11858,Sammo Hung,Wheels on Meals,1984-08-17,0.0,0,0
11859,Stanley Nelson,Jonestown: The Life and Death of Peoples Temple,2006-04-26,0.0,0,0
11860,Victor Fleming,Red Dust,1932-10-22,0.0,0,0
11861,Mick Garris,Desperation,2006-05-23,0.0,0,0
11862,Kon Ichikawa,Tokyo Olympiad,1965-09-24,0.0,0,0
11863,Max Ophüls,Caught,1949-02-17,0.0,0,0
11864,Robert Krause,Blood Trails,2006-04-20,0.0,0,0
11865,Chris Miller,Shrek the Third,2007-05-17,4.99348853125,160000000,798958165
11866,John Carney,Once,2007-03-23,129.44070625,160000,20710513
11867,Gore Verbinski,Pirates of the Caribbean: At World's End,2007-05-19,3.203333333333333,300000000,961000000
11868,William Friedkin,Bug,2006-05-19,2.014785,4000000,8059140
11869,Bruce A. Evans,Mr. Brooks,2007-06-01,2.08186315,20000000,41637263
11870,Sebastian Gutierrez,Rise: Blood Hunter,2007-04-28,0.0,0,0
11871,Davis Guggenheim,Gracie,2007-06-01,0.3283376666666667,9000000,2955039
11872,Jonathan Frakes,The Librarian: Return to King Solomon's Mines,2006-10-09,0.0,0,0
11873,Peter Winther,The Librarian: Quest for the Spear,2004-12-05,0.0,0,0
11874,Hal Hartley,Fay Grim,2006-09-11,0.0,0,0
11875,Edgar G. Ulmer,The Man from Planet X,1951-04-27,0.0,50000,0
11876,Robinson Devor,Zoo,2007-01-20,0.0,0,0
11877,Park Chan-wook,"I'm a Cyborg, But That's OK",2006-12-07,inf,0,4354510
11878,Wilson Yip,Dragon Tiger Gate,2006-07-27,inf,0,8685526
11879,Taika Waititi,Eagle vs Shark,2007-07-15,0.0,0,0
11880,Jon Avnet,88 Minutes,2007-02-14,0.5643628,30000000,16930884
11881,Mario Monicelli,The Great War,1959-10-28,0.0,0,0
11882,Nicholas Mastandrea,The Breed,2006-05-17,inf,0,1675484
11883,Julia Loktev,Day Night Day Night,2006-05-25,0.0,0,0
11884,Sean Ellis,Cashback,2006-09-10,inf,0,2294291
11885,Steven Soderbergh,Ocean's Thirteen,2007-06-07,3.6625014588235296,85000000,311312624
11886,David Moreau,Them,2006-07-19,0.0,0,0
11887,Bruno Dumont,Flanders,2006-08-30,0.0,0,0
11888,Rolf de Heer,Ten Canoes,2006-06-29,0.15,2000000,300000
11889,Kim Chapiron,Satan,2006-02-01,0.0,0,0
11890,Leander Haußmann,Sun Alley,1999-10-07,0.0,0,0
11891,Takao Okawara,Godzilla vs. Mothra,1992-12-12,0.0,0,0
11892,Takao Okawara,Godzilla vs. Destoroyah,1995-12-09,0.0,0,0
11893,Kazuki Omori,Godzilla vs. King Ghidorah,1991-12-14,0.0,0,0
11894,Mark Robson,The Ghost Ship,1943-12-24,0.0,0,0
11895,Jacques Tourneur,Experiment Perilous,1944-12-18,0.0,0,0
11896,Isao Yukisada,GO,2001-10-20,0.0,0,0
11897,Eric Nicholas,Alone With Her,2006-04-28,0.010018,1000000,10018
11898,Eli Roth,Hostel: Part II,2007-06-08,3.4921099019607844,10200000,35619521
11899,Mitchell Leisen,Remember the Night,1940-01-19,0.0,0,0
11900,Gus Van Sant,Paranoid Park,2007-05-21,inf,0,486021
11901,Henning Schellerup,The Legend of Sleepy Hollow,1980-10-31,0.0,0,0
11902,Luigi Cozzi,Starcrash,1978-12-21,0.0,0,0
11903,Ash Brannon,Surf's Up,2007-06-08,1.753464858823529,85000000,149044513
11904,Tim Story,Fantastic 4: Rise of the Silver Surfer,2007-06-13,2.223444330769231,130000000,289047763
11905,Andrew Fleming,Nancy Drew,2007-06-15,0.0,0,0
11906,Andrew Currie,Fido,2006-09-07,0.053278,8000000,426224
11907,Dominique Abel,L'iceberg,2005-12-07,0.0,0,0
11908,Harry Moses,Who the #$&% Is Jackson Pollock?,2006-11-09,0.0,0,0
11909,Quentin Tarantino,Death Proof,2007-05-21,1.00151588,25000000,25037897
11910,Phil Tucker,Robot Monster,1953-06-25,62.5,16000,1000000
11911,Werner Herzog,Rescue Dawn,2006-09-09,0.7177143,10000000,7177143
11912,Walter Lang,The Blue Bird,1940-01-19,0.0,0,0
11913,King Vidor,The Wedding Night,1935-03-08,0.0,0,0
11914,Michael Traeger,The Moguls,2005-02-06,0.0,0,0
11915,Jake Kasdan,The TV Set,2006-04-28,0.132599,2000000,265198
11916,Francis Veber,The Valet,2006-03-29,inf,0,29326868
11917,Michael Curtiz,Dodge City,1939-03-31,0.0,0,0
11918,Gurinder Chadha,The Mistress of Spices,2005-09-11,0.0,0,0
11919,Chris Kraus,Four Minutes,2006-06-23,0.0,1400000,0
11920,Annette K. Olesen,In Your Hands,2004-01-23,0.0,0,0
11921,Marco Tullio Giordana,Once You're Born You Can No Longer Hide,2005-05-13,0.0,0,0
11922,Anatole Litvak,The Night of the Generals,1967-01-29,0.0,0,0
11923,Claude Chabrol,Comedy of Power,2006-02-16,0.0,0,0
11924,Chao-Bin Su,Silk,2006-09-28,0.0,0,0
11925,Johnnie To,Breaking News,2004-06-10,0.0,0,0
11926,Alex Holdridge,In Search of a Midnight Kiss,2007-04-27,0.0,25000,0
11927,Harry Harris,Alice in Wonderland,1985-12-09,0.0,14000000,0
11928,Henri-Georges Clouzot,The Mystery of Picasso,1956-05-18,0.0,0,0
11929,Johnnie To,Exiled,2006-09-06,0.0,4500000,0
11930,Steve Rash,Bring It On: All or Nothing,2006-08-08,0.0,0,0
11931,Daniel Petrie,Sybil,1976-11-14,0.0,0,0
11932,Jim McBride,David Holzman's Diary,1967-01-01,0.0,0,0
11933,Roberto Rossellini,Journey to Italy,1954-09-07,0.0,0,0
11934,Tom Kalin,Swoon,1992-09-11,1.360588,250000,340147
11935,Dana Ranga,East Side Story,1997-06-25,0.0,0,0
11936,Melvin Frank,Knock On Wood,1954-04-06,0.0,0,0
11937,Robert Altman,O.C. and Stiggs,1985-01-01,0.0,0,0
11938,Peter Hall,The Homecoming,1973-10-29,0.0,0,0
11939,Robinson Devor,The Woman Chaser,1999-10-08,0.0,0,0
11940,Claude Berri,Uranus,1990-12-12,0.0,0,0
11941,Tristram Powell,American Friends,1991-03-22,0.0,0,0
11942,Oscar Micheaux,Within Our Gates,1920-01-12,0.0,0,0
11943,Robert Stevenson,Johnny Tremain,1957-06-15,0.0,0,0
11944,Sterling Van Wagenen,Alan & Naomi,1992-01-31,inf,0,259
11945,Jaume Collet-Serra,Goal! II: Living the Dream,2007-02-09,0.0,230400,0
11946,Tommy Chong,Still Smokin,1983-05-06,inf,0,15543000
11947,Robert Downey Sr.,Putney Swope,1969-07-10,0.0,0,0
11948,Adam Curtis,The Power of Nightmares,2004-10-19,0.0,0,0
11949,Ricki Stern,The Trials Of Darryl Hunt,2007-06-15,0.0,0,0
11950,Lindsay Anderson,O Lucky Man!,1973-03-25,0.0,0,0
11951,Michael Moore,Sicko,2007-05-18,2.7265014444444446,9000000,24538513
11952,Reza Bagher,Popular Music,2004-09-24,12.589928057553957,2224000,28000000
11953,Adam Yauch,Awesome; I Fuckin' Shot That!,2006-03-31,0.0,0,0
11954,Vincente Minnelli,Tea and Sympathy,1956-06-06,0.0,0,0
11955,James Whale,The Man in the Iron Mask,1939-07-13,0.0,0,0
11956,Michael Winterbottom,A Mighty Heart,2007-01-01,1.1830544375,16000000,18928871
11957,Mikael Håfström,1408,2007-07-12,3.78718392,25000000,94679598
11958,Frank Oz,Death at a Funeral,2007-02-09,5.111111111111112e-06,9000000,46
11959,Cherie Nowlan,Clubland,2007-08-03,0.0,0,0
11960,Brian G. Hutton,High Road to China,1983-03-18,inf,0,28400000
11961,Len Wiseman,Live Free or Die Hard,2007-06-20,3.486649672727273,110000000,383531464
11962,Ken Kwapis,License to Wed,2007-07-04,1.9802064,35000000,69307224
11963,Lajos Koltai,Evening,2007-06-09,0.0,0,0
11964,Tom Shadyac,Evan Almighty,2007-06-09,0.9885714285714284,175000000,173000000
11965,Michael Bay,Transformers,2007-06-27,4.7313985333333335,150000000,709709780
11966,Roland Joffé,Captivity,2007-03-09,0.1545176470588235,17000000,2626800
11967,David Yates,Harry Potter and the Order of the Phoenix,2007-06-28,6.254751586666667,150000000,938212738
11968,Dennis Dugan,I Now Pronounce You Chuck & Larry,2007-07-12,2.189084870588235,85000000,186072214
11969,Ralph Levy,Bedtime Story,1964-01-01,0.0,0,0
11970,John Sturges,McQ,1974-01-04,0.0,0,0
11971,Phillip Borsos,The Mean Season,1985-02-15,inf,0,4300000
11972,Paul Ziller,Back in Action,1993-01-01,0.0,0,0
11973,Sammo Hung,Heart of the Dragon,1985-09-09,0.0,0,0
11974,Peter Flinth,Arn: The Knight Templar,2007-12-17,0.0,25000000,0
11975,Jeremy Brock,Driving Lessons,2006-04-30,0.0,0,0
11976,Mark Fergus,First Snow,2006-05-05,inf,0,382267
11977,Delmer Daves,Broken Arrow,1950-08-01,0.0,0,0
11978,Michael Caleo,The Last Time,2006-10-01,0.0,0,0
11979,Danny Pang,Re-cycle,2006-01-01,0.0,0,0
11980,Mervyn LeRoy,No Time For Sergeants,1958-01-01,0.0,0,0
11981,Jennifer Baichwal,Manufactured Landscapes,2006-09-09,inf,0,240239
11982,Julie Taymor,Across the Universe,2007-09-14,0.0,0,0
11983,Zoe R. Cassavetes,Broken English,2007-01-01,0.0,2000000,0
11984,Guy Maddin,Brand Upon the Brain! A Remembrance in 12 Chapters,2007-05-09,0.0,0,0
11985,,Boris and Natasha,1992-04-17,0.0,0,0
11986,Alan J. Pakula,The Sterile Cuckoo,1969-10-22,0.0,0,0
11987,Jimmy T. Murakami,When the Wind Blows,1986-10-24,inf,0,5274
11988,Howard Hawks,The Dawn Patrol,1930-08-20,0.0,0,0
11989,Henry Hathaway,The Lives of a Bengal Lancer,1935-01-11,0.0,0,0
11990,Stephen Quay,The Piano Tuner of Earthquakes,2005-09-09,inf,0,27953
11991,David Hewlett,A Dog's Breakfast,2007-03-03,0.0,120000,0
11992,Tennyson Bardwell,Dorian Blues,2004-01-01,0.0,0,0
11993,Joey Lauren Adams,Come Early Morning,2006-01-10,0.0,6000000,0
11994,Akiva Schaffer,Hot Rod,2007-08-03,inf,0,14334401
11995,Matthew Vaughn,Stardust,2007-08-09,1.9365718,70000000,135560026
11996,George Pollock,Murder Most Foul,1964-03-01,0.0,0,0
11997,Don Michael Paul,Who's Your Caddy?,2007-07-27,0.0,0,0
11998,James Isaac,Skinwalkers,2006-03-20,0.0,0,0
11999,David Silverman,The Simpsons Movie,2007-07-25,7.02758468,75000000,527068851
12000,Chris Sivertson,I Know Who Killed Me,2007-07-27,0.8016999166666666,12000000,9620399
12001,Scott Hicks,No Reservations,2007-07-25,3.3071803571428573,28000000,92601050
12002,Frederik Du Chau,Underdog,2007-08-03,0.0,0,0
12003,Jon Poll,Charlie Bartlett,2008-02-22,0.0,12000000,0
12004,Leon Ichaso,El cantante,2006-09-12,0.0,0,0
12005,Paul Greengrass,The Bourne Ultimatum,2007-08-03,6.326059114285714,70000000,442824138
12006,Sean McNamara,Bratz,2007-08-03,0.0,0,0
12007,Nagisa Ōshima,Cruel Story of Youth,1960-06-03,0.0,0,0
12008,Scott Dalton,La Sierra,2005-01-01,0.0,0,0
12009,Patrice Leconte,My Best Friend,2006-09-12,0.0,0,0
12010,John Dahl,You Kill Me,2007-02-09,0.60671275,4000000,2426851
12011,Cam Archer,Wild Tigers I Have Known,2006-07-12,0.0,0,0
12012,Takashi Shimizu,Reincarnation,2005-10-26,0.0,0,0
12013,Micha X. Peled,China Blue,2005-01-01,0.0,0,0
12014,Guillaume Canet,Tell No One,2006-11-01,0.0,0,0
12015,Aleksi Salmenperä,Man's Job,2007-02-23,0.0,0,0
12016,Lowell Sherman,Morning Glory,1933-08-18,0.0,0,0
12017,Filip Remunda,Czech Dream,2004-03-30,inf,0,17393
12018,Corneliu Porumboiu,12:08 East of Bucharest,2006-06-02,0.0,0,0
12019,Giuseppe Colizzi,All the Way Boys,1972-12-22,0.0,0,0
12020,Arthur Hiller,Teachers,1984-10-05,0.0,0,0
12021,Nathan H. Juran,Jack the Giant Killer,1962-05-17,0.0,0,0
12022,Daniel Filho,If I Were You,2006-01-06,0.0,0,0
12023,William Girdler,The Manitou,1978-04-28,0.0,0,0
12024,Alf Sjöberg,Miss Julie,1951-06-28,0.0,0,0
12025,Greg Mottola,Superbad,2007-08-17,6.0731613,20000000,121463226
12026,Adam Ravetch,Arctic Tale,2007-06-17,0.0,0,0
12027,George Ratliff,Joshua,2007-01-21,inf,0,719968
12028,Kasi Lemmons,Talk to Me,2007-07-13,inf,0,4778376
12029,Fernando León de Aranoa,Princesses,2005-09-02,0.0,0,0
12030,David Arquette,The Tripper,2006-04-20,0.0,0,0
12031,Sam Wood,Command Decision,1948-12-23,0.0,0,0
12032,Byambasuren Davaa,The Cave of the Yellow Dog,2005-07-27,0.0,0,0
12033,Joseph Sargent,Abraham,1994-04-03,0.0,10000000,0
12034,Xavier Beauvois,The Young Lieutenant,2005-08-31,0.0,0,0
12035,Mario Bava,"Kill Baby, Kill",1966-07-08,0.0,0,0
12036,Deborah Scranton,The War Tapes,2006-10-22,inf,0,254190
12037,Rod Lurie,Resurrecting the Champ,2007-06-14,0.0,0,0
12038,Desmond Nakano,American Pastime,2007-05-14,0.0,0,0
12039,James Huth,The Brice Man,2005-01-01,0.0,0,0
12040,Laurent Tirard,Moliere,2007-01-31,0.0,0,0
12041,Brett Ratner,Rush Hour 3,2007-08-08,1.84301595,140000000,258022233
12042,David Markey,1991: The Year Punk Broke,1992-01-01,0.0,0,0
12043,Doug Lefler,The Last Legion,2007-04-19,0.3776572835820895,67000000,25303038
12044,Pierre Gill,The Last Casino,2004-06-26,0.0,0,0
12045,Pascale Ferran,Lady Chatterley,2006-11-01,0.0,0,0
12046,David Swift,Under the Yum-Yum Tree,1963-10-23,0.0,0,0
12047,Ben Garant,Balls of Fury,2007-08-29,inf,0,41098065
12048,Joe Nussbaum,Sydney White,2007-09-21,0.8254590909090909,16500000,13620075
12049,Peter Berg,The Kingdom,2007-08-22,1.2379794,70000000,86658558
12050,Gregory Jacobs,Wind Chill,2007-04-27,0.0,6000000,0
12051,Jeffrey Blitz,Rocket Science,2007-01-19,0.0,0,0
12052,Alex Jones,TerrorStorm: A History of Government-Sponsored Terrorism,2006-01-01,0.0,0,0
12053,Fred Savage,Daddy Day Camp,2007-08-08,3.0328996666666668,6000000,18197398
12054,Oliver Hirschbiegel,The Invasion,2007-08-17,0.188393925,80000000,15071514
12055,Philip G. Atwell,War,2007-08-24,1.61810572,25000000,40452643
12056,Franc. Reyes,Illegal Tender,2007-08-24,inf,0,3106835
12057,Shari Springer Berman,The Nanny Diaries,2007-08-24,2.38690495,20000000,47738099
12058,Christopher Cain,September Dawn,2007-05-17,0.0,11000000,0
12059,Rob Zombie,Halloween,2007-08-31,5.3502605333333335,15000000,80253908
12060,James Wan,Death Sentence,2007-08-31,0.84872295,20000000,16974459
12061,Julie Delpy,2 Days in Paris,2007-02-09,inf,0,19776159
12062,Dario Argento,Do You Like Hitchcock?,2005-03-19,0.0,0,0
12063,John Boulting,Brighton Rock,1947-12-12,0.0,0,0
12064,Enzo G. Castellari,Keoma,1976-11-25,0.0,0,0
12065,Sergio Sollima,Face to Face,1967-11-23,0.0,0,0
12066,Sergio Corbucci,The Mercenary,1968-08-28,0.0,0,0
12067,Seth Gordon,The King of Kong,2007-08-17,0.0,0,0
12068,Steven Schachter,The Wool Cap,2004-11-20,0.0,0,0
12069,Gérard Krawczyk,Taxi 4,2007-02-10,0.0,0,0
12070,Scott Glosserman,Behind the Mask: The Rise of Leslie Vernon,2006-10-13,inf,0,69136
12071,James Algar,Victory Through Air Power,1943-07-17,0.0,0,0
12072,Bob Odenkirk,The Brothers Solomon,2007-09-07,0.0,0,0
12073,Gregory Nava,Bordertown,2006-05-18,0.0,21000000,0
12074,John August,The Nines,2007-01-21,0.0,0,0
12075,Silvio Narizzano,Die! Die! My Darling!,1965-03-21,0.0,0,0
12076,Claude Berri,Hunting and Gathering,2007-02-10,0.0,0,0
12077,Gaël Morel,New Wave,2008-09-19,0.0,0,0
12078,Jake Paltrow,The Good Night,2007-01-25,0.0013586666666666,15000000,20380
12079,Marcello Fondato,"Watch Out, We're Mad",1974-03-29,inf,0,36782781
12080,Illeana Douglas,Stories of Lost Souls,2004-11-12,0.0,0,0
12081,Robert Rodriguez,Planet Terror,2007-04-06,0.0,0,0
12082,James Mangold,3:10 to Yuma,2007-09-06,1.2730221818181815,55000000,70016220
12083,Michael Davis,Shoot 'Em Up,2007-07-26,0.6877087435897435,39000000,26820641
12084,David Wain,The Ten,2007-08-03,0.0,0,0
12085,J.M. Kenny,An Evening with Kevin Smith,2002-12-17,0.0,0,0
12086,Robert Harmon,Gotti,1996-08-17,0.0,0,0
12087,Giuseppe De Santis,Bitter Rice,1949-09-21,0.0,0,0
12088,Griffin Dunne,Fierce People,2005-01-01,0.0,0,0
12089,Joe Wright,Atonement,2007-08-29,4.3088687,30000000,129266061
12090,Thomas Bangalter,Daft Punk's Electroma,2006-03-24,0.0,0,0
12091,Guy Maddin,My Winnipeg,2007-09-07,0.0,0,0
12092,Hans-Christian Schmid,Requiem,2006-03-02,0.0,0,0
12093,Cristian Mungiu,"4 Months, 3 Weeks and 2 Days",2007-08-24,1.3909314846746663,852510,1185783
12094,Charles Ferguson,No End in Sight,2007-07-27,0.7158115,2000000,1431623
12095,Don E. FauntLeRoy,Mercenary for Justice,2006-04-25,0.0,15000000,0
12096,John Schlesinger,Far from the Madding Crowd,1967-01-01,0.0,0,0
12097,Neil Jordan,The Brave One,2007-09-14,0.9966659857142856,70000000,69766619
12098,Paul Haggis,In the Valley of Elah,2007-08-31,1.284425652173913,23000000,29541790
12099,Rakeysh Omprakash Mehra,Rang De Basanti,2006-01-26,5.228250454545455,2200000,11502151
12100,Amy Heckerling,I Could Never Be Your Woman,2007-05-11,0.399020625,24000000,9576495
12101,Ernst Lubitsch,Design for Living,1933-12-29,0.0,0,0
12102,Rod Hardy,December Boys,2007-09-20,0.0116185,4000000,46474
12103,Kern Konwiser,Shanghai Kiss,2007-03-17,0.0,0,0
12104,Richard Shepard,The Hunting Party,2007-09-03,0.0,0,0
12105,David Cronenberg,Eastern Promises,2007-09-14,1.0701428349514563,51500000,55112356
12106,Nana Dzhordzhadze,27 Missing Kisses,2000-10-26,0.0,0,0
12107,Michael Corrente,Brooklyn Rules,2007-04-30,0.057279,8000000,458232
12108,Steve Skrovan,An Unreasonable Man,2007-01-31,0.0,0,0
12109,Shôhei Imamura,Vengeance Is Mine,1979-04-21,0.0,0,0
12110,Michael Arias,Tekkonkinkreet,2006-12-11,0.0,0,0
12111,David Sington,In the Shadow of the Moon,2007-01-19,0.0,2000000,0
12112,Hilary Brougher,Stephanie Daley,2006-01-21,0.0,0,0
12113,Alek Keshishian,Love and Other Disasters,2006-09-09,0.0,0,0
12114,Josef Rusnak,The Contractor,2007-07-10,0.0,0,0
12115,Steve Buscemi,Interview,2007-01-20,0.0,0,0
12116,John Herzfeld,The Death and Life of Bobby Z,2007-07-23,0.0187933636363636,22000000,413454
12117,Alain Resnais,Private Fears in Public Places,2006-11-22,0.0,0,0
12118,Samuel Fuller,House of Bamboo,1955-07-01,0.0,0,0
12119,Russell Mulcahy,Resident Evil: Extinction,2007-09-20,3.298045888888889,45000000,148412065
12120,Craig Gillespie,Mr. Woodcock,2007-09-14,0.0,22000000,0
12121,Mark Helfrich,Good Luck Chuck,2007-09-21,2.36768512,25000000,59192128
12122,Sean Penn,Into the Wild,2007-09-11,3.7503428,15000000,56255142
12123,Andy Fickman,The Game Plan,2007-09-28,6.721842863636364,22000000,147880543
12124,Ang Lee,"Lust, Caution",2007-09-28,0.0,15000000,0
12125,Robert Benton,Feast of Love,2007-09-28,inf,0,5741608
12126,Uwe Boll,Postal,2007-08-11,0.0,0,0
12127,David L. Cunningham,The Seeker: The Dark Is Rising,2007-10-05,0.0,0,0
12128,Bobby Farrelly,The Heartbreak Kid,2007-10-05,2.1294441666666666,60000000,127766650
12129,Peter Hedges,Dan in Real Life,2007-10-26,2.73511436,25000000,68377859
12130,Wes Anderson,The Darjeeling Limited,2007-09-29,1.5235719375,16000000,24377151
12131,James Gray,We Own the Night,2007-05-25,2.615566,21000000,54926886
12132,Shekhar Kapur,Elizabeth: The Golden Age,2007-09-09,1.3497738727272728,55000000,74237563
12133,Tony Gilroy,Michael Clayton,2007-09-28,3.7196734,25000000,92991835
12134,Kenneth Branagh,Sleuth,2007-10-12,inf,0,342835
12135,Craig Gillespie,Lars and the Real Girl,2007-10-12,0.9411385833333332,12000000,11293663
12136,David Slade,30 Days of Night,2007-10-17,2.5168657666666667,30000000,75505973
12137,Gavin Hood,Rendition,2007-09-07,0.8999516363636364,27500000,24748670
12138,Susanne Bier,Things We Lost in the Fire,2007-09-26,0.178071375,16000000,2849142
12139,Terry George,Reservation Road,2007-09-13,0.0,0,0
12140,Ben Affleck,Gone Baby Gone,2007-10-19,1.8220894210526315,19000000,34619699
12141,Tom Brady,The Comebacks,2007-10-19,0.0,15000000,0
12142,Allan Moyle,Weirdsville,2007-10-12,0.0,0,0
12143,Scott Caan,The Dog Problem,2006-09-11,0.0,0,0
12144,Greg Glienna,Relative Strangers,2006-05-01,0.0,0,0
12145,Jonny Campbell,Alien Autopsy,2006-04-07,0.0,0,0
12146,Dan Reed,Straightheads,2007-04-27,0.0,0,0
12147,Nuri Bilge Ceylan,Climates,2006-09-07,0.0,0,0
12148,Andrew Dominik,The Assassination of Jesse James by the Coward Robert Ford,2007-09-02,0.4903931,30000000,14711793
12149,Edgar Morin,Chronicle of a Summer,1961-10-20,0.0,0,0
12150,Michael Curtiz,The Breaking Point,1950-10-06,0.0,0,0
12151,Seth Holt,The Nanny,1965-10-27,0.0,0,0
12152,Robert Moresco,10th & Wolf,2006-02-19,0.017931375,8000000,143451
12153,Joseph Cedar,Beaufort,2007-02-02,0.0,0,0
12154,Jeff Renfroe,Civic Duty,2006-04-26,0.0,0,0
12155,Gideon Raff,The Killing Floor,2007-05-10,0.0,0,0
12156,Sam Garbarski,Irina Palm,2007-02-13,0.0,0,0
12157,Zackary Adler,I'm Reed Fish,2007-06-01,0.0,0,0
12158,Richard Fleischer,Between Heaven and Hell,1956-10-11,0.0,0,0
12159,David M. Evans,The Final Season,2007-10-12,0.0,0,0
12160,Vincent Paronnaud,Persepolis,2007-05-23,0.0,7300000,0
12161,Anton Corbijn,Control,2007-09-26,inf,0,8159508
12162,Robin Swicord,The Jane Austen Book Club,2007-09-09,0.0,0,0
12163,Louis Malle,...And the Pursuit of Happiness,1986-01-01,0.0,0,0
12164,Anders Banke,Frost Bite,2006-02-24,0.0,0,0
12165,Jens Lien,Jonny Vang,2003-02-14,0.0,0,0
12166,Takashi Miike,Graveyard of Honor,2002-06-22,0.0,0,0
12167,Otto Guerra,"Wood & Stock: Sexo, Orégano e Rock'n'Roll",2006-10-12,0.0,0,0
12168,Jeremy Podeswa,Fugitive Pieces,2007-09-06,0.0,0,0
12169,Nick Love,Outlaw,2007-03-09,0.0,0,0
12170,Claude Chabrol,Les Bonnes Femmes,1960-04-22,0.0,0,0
12171,Larry Fessenden,The Last Winter,2006-09-11,0.0,0,0
12172,François Girard,Silk,2007-09-14,0.0,20000000,0
12173,Charles Jarrott,"Mary, Queen of Scots",1971-12-22,0.0,0,0
12174,Frank Ryan,Can't Help Singing,1944-12-25,0.0,0,0
12175,Jeff Garlin,I Want Someone to Eat Cheese With,2006-01-01,0.0,0,0
12176,Debbie Melnyk ,Manufacturing Dissent,2007-02-11,0.0,0,0
12177,Jonathan King,Black Sheep,2006-09-09,inf,0,4947717
12178,Fatih Akin,The Edge of Heaven,2007-09-27,4.685411842105263,3800000,17804565
12179,Tyler Perry,Why Did I Get Married?,2007-10-12,3.6789814,15000000,55184721
12180,Darren Lynn Bousman,Saw IV,2007-10-25,13.9352633,10000000,139352633
12181,George Gallo,My Mom's New Boyfriend,2008-04-30,0.0,0,0
12182,Daniel G. Karslake ,For the Bible Tells Me So,2007-10-05,inf,0,312751
12183,Shinya Tsukamoto,Gemini,1999-09-15,0.0,0,0
12184,Frank R. Strayer,The Monster Walks,1932-02-10,0.0,0,0
12185,Alan Clarke,Scum,1979-09-12,0.0,420000,0
12186,Liu Chia-Liang,Return to the 36th Chamber,1980-08-24,0.0,0,0
12187,Christian Charles,Full of It,2007-03-01,0.0,0,0
12188,Michael Curtiz,The Sea Wolf,1941-03-21,0.0,0,0
12189,Peter Madsen,Valhalla,1986-05-12,0.0,0,0
12190,Ryoo Seung-wan,The City of Violence,2006-05-25,0.0,2700000,0
12191,Amir Bar-Lev,My Kid Could Paint That,2007-01-01,0.0,0,0
12192,José Luis Cuerda,"Dawn Breaks, Which Is No Small Thing",1989-01-17,0.0,0,0
12193,Lee Chang-dong,Secret Sunshine,2007-05-23,0.0,0,0
12194,Max Ophüls,The Reckless Moment,1949-12-29,0.0,0,0
12195,José Padilha,Elite Squad,2007-10-12,0.0,4000000,0
12196,Cao Hamburger,The Year My Parents Went On Vacation,2006-09-26,0.0,0,0
12197,Mike Cahill,King of California,2007-01-24,inf,0,1027699
12198,Menno Meyjes,Martian Child,2007-11-02,0.0,0,0
12199,Scott Thomas,Flight of the Living Dead: Outbreak on a Plane,2007-04-06,0.0,0,0
12200,Wong Jing,Last Hero in China,1993-04-01,0.0,0,0
12201,Jeremy Kasten,All Souls Day: Dia de los Muertos,2005-01-01,0.0,0,0
