,production_companies,revenue
9971,Walt Disney Productions,0
9972,Metro-Goldwyn-Mayer (MGM),0
9973,,0
9974,,0
9975,"Sara Films, T. Films, Rialto Films",0
9976,"Arwin Productions, Cinema Center Films",0
9977,Arcola Pictures,0
9978,Metro-Goldwyn-Mayer (MGM),0
9979,Cady-Film,0
9980,Metro-Goldwyn-Mayer (MGM),0
9981,"Filmverlag der Autoren, Tango Film",0
9982,"Mosfilm, Trete Tvorcheskoe Obedinenie",0
9983,Star-Film,0
9984,"Pandora Filmproduktion, Rizoma Films, Wanda Visión S.A., Ctrl Z Films",0
9985,Mosfilm,0
9986,"MGM Television, Trilogy Entertainment Group",0
9987,Cineriz,0
9988,Bayou Film Inc,0
9989,Middle Fork Productions,0
9990,"Millennium Films, Arc Productions, Emmett/Furla Films",0
9991,,0
9992,,0
9993,"Studio Images 2, Alicéléo, Cofimage 7, Lumière",0
9994,"Film Four International, Thin Man Films",0
9995,Universal International Pictures (UI),0
9996,"Victorian Film, The Film House",0
9997,"Art Theatre Guild, Hyôgen-sha",0
9998,"Art Theatre Guild, Sozosha",0
9999,"Film Trustees Ltd., Canal+, British Screen Productions",0
10000,"Galatée Films, New Yorker Films, Westdeutscher Rundfunk (WDR)",0
10001,,0
10002,"Imamura Productions, Tohokashinsha Film Company Ltd., Hayashibara Group",0
10003,Vertigo Productions,0
10004,,0
10005,,0
10006,Twentieth Century Fox Film Corporation,2000000
10007,Metro-Goldwyn-Mayer (MGM),0
10008,"Spyglass Entertainment, Everyman Pictures, Hammer & Tongs, Touchstone Pictures",104478416
10009,Nimbus Film Productions,0
10010,Touchstone Pictures,0
10011,Tesauro,0
10012,Lo Wei Motion Picture Company,0
10013,"Universal Pictures, Malpaso Productions, Jennings Lang",14200000
10014,"Paramount Pictures, Capri Productions",0
10015,"Cherokee Productions, Warner Bros.",0
10016,"Janus Films, SACI",0
10017,"Larry Levinson Productions, Alpine Medien Productions, Hallmark Entertainment",0
10018,"Platinum Dunes, Dimension Films, Metro-Goldwyn-Mayer (MGM), Radar Pictures",108047131
10019,Plymptoons,0
10020,"Manifesto Films, Roar Productions",0
10021,,0
10022,American International Pictures (AIP),0
10023,Universal Pictures,0
10024,Metro-Goldwyn-Mayer (MGM),0
10025,"Golden Harvest Company, Golden Way Films Ltd.",0
10026,"Produzioni De Sica, Ente Nazionale Industrie Cinematografiche (ENIC)",0
10027,"Constantin Film, Seven Pictures, Olga Film GmbH",3764219
10028,Warner Bros.,9346177
10029,Toho Company,0
10030,,1691706
10031,NBA Entertainment,38585
10032,"Tribeca Productions, Bob Yari Productions, Southpaw Entertainment, Jeff Skoll Productions",0
10033,,0
10034,"Stonehaven Media, Pure Entertainment",0
10035,,402805
10036,"Mile High Productions, Kevin Messick Productions, Touchstone Pictures, Beacon Pictures",42886719
10037,,0
10038,"Bristol Bay Productions, Baldwin Entertainment Group, Crusader Entertainment, Independent Film Channel, Peter Newman/Interal",0
10039,,0
10040,2929 Productions,0
10041,"Original Film, Columbia Pictures Corporation, Revolution Studios",71073932
10042,,42108
10043,"Studio Babelsberg, Twentieth Century Fox Film Corporation, Scott Free Productions, Kanzaman, Dune Films, BK, KOH, Reino del Cielo, Inside Track 3, Calle Cruzada",211643158
10044,"Village Roadshow Pictures, Dark Castle Entertainment, Warner Bros.",68766121
10045,"Lionsgate, Blackfriars Bridge Films, Yari Film Group, Bob Yari Productions, ApolloProScreen Filmproduktion, Bull's Eye Entertainment, DEJ Productions, Harris Company",98410061
10046,"Brillstein-Grey Entertainment, Gold Circle Films, Dolshor Productions",0
10047,"TLA Releasing, Desperate Pictures, Fortissimo Films, Antidote Films",1524966
10048,Twentieth Century Fox Film Corporation,8692426
10049,Columbia Pictures Corporation,0
10050,,0
10051,"Bocaboca Producciones S.A., Aurum Producciones",0
10052,"Golden Harvest Company, Katsu Production Co. Ltd., Daiei Motion Picture Company",0
10053,Beaver Films,0
10054,"Universal Pictures, Paris Film, Hakim",0
10055,Metro-Goldwyn-Mayer (MGM),5273000
10056,VUFKU,0
10057,Producciones Tepeyac,0
10058,Les Établissements Braunberger-Richebé,0
10059,"Films A2, Les Films du Triangle",0
10060,Warner Bros.,0
10061,"Praesens-Film AG, Metro-Goldwyn-Mayer (MGM)",0
10062,"Von Vietinghoff Filmproduktion, Vega Film, Télévision Suisse-Romande (TSR), Mozgókép Innovációs Társulás és Alapítvány, Magyar Televízió",0
10063,Metro-Goldwyn-Mayer (MGM),0
10064,"Grasshoppa, Aoi Promotion",0
10065,"Woodfall Film Productions, Kestrel Films Ltd.",0
10066,Metro-Goldwyn-Mayer (MGM),0
10067,Movic,0
10068,Destination Films,0
10069,,0
10070,Paramount Pictures,0
10071,Fono Film,0
10072,"Ventanarosa Productions, Metro-Goldwyn-Mayer (MGM), Phoenix Pictures, Showtime Networks, Producciones Amaranta, Barnstorm Films",0
10073,Twentieth Century Fox Film Corporation,0
10074,"RAI Radiotelevisione Italiana, Adriana International Corporation",0
10075,Braun Entertainment Group,0
10076,,0
10077,,0
10078,Holedigger Films,0
10079,"Tornasol Films, Madragoa Filmes, Messidor Films, EMC Assets",0
10080,,0
10081,"Ctrl Z Films, Taxi Films, Imágenes",0
10082,,0
10083,Twentieth Century Fox Film Corporation,0
10084,"Lise Lense-Møller Film, Studio Filmowe Tor, Trans Europe Film",0
10085,Lone Star Production,0
10086,"A Million Monkeys, Melbourne Film Office, Molloy Boy Productions, Showtime Australia",0
10087,"Wüste Filmproduktion, Wüste Film West GmbH",0
10088,"Zentropa Entertainments, Nimbus Film Productions, Lucky Punch",0
10089,,0
10090,,0
10091,,0
10092,"Canal Plus, Current Entertainment, Clubdeal, TF1 Films Production, EuropaCorp, Qian Yian International, Danny the Dog Prods Ltd.",50871113
10093,,0
10094,"Televisión Española (TVE), Tornasol Films, Canal+ España, A.V.H. San Luis, Adolfo Aristarain",0
10095,Compagnia Cinematografica Champion,0
10096,Alliance Films,0
10097,DisneyToon Studios,0
10098,Metro-Goldwyn-Mayer (MGM),0
10099,Kim Ki-Duk Film,0
10100,Lucasfilm,850000000
10101,Universal Pictures,56070433
10102,"New Line Cinema, Spring Creek Productions, BenderSpink, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG",154749918
10103,"First Artists, Warner Bros., Sweetwall",0
10104,Paramount Pictures,0
10105,"Paradise Films, Amka Films Productions, Dulciné Films",0
10106,"BBC Worldwide, BBC Natural History, Greenlight Media AG",0
10107,Universal Pictures,0
10108,,0
10109,"Lux Film, Vides Cinematografica, Galatea Film",0
10110,RKO Radio Pictures,0
10111,First Films,0
10112,"China Film Co-Production Corporation, China International Entertainment Limited, Astoria Films Distribution Ltd.",0
10113,,0
10114,Revolution Films,1574623
10115,Paramount Pictures,0
10116,"LJ Film, Prime Entertainment",0
10117,"Fortissimo Films, Nederlands Fonds voor de Film, Vrijzinnig Protestantse Radio Omroep (VPRO), Stimuleringsfonds Nederlandse Culturele Omroepproducties, Spaghetti Film, Co-Productiefonds Binnenlandse Omroep",0
10118,,0
10119,"Loew's, Metro-Goldwyn-Mayer (MGM)",0
10120,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation",532680671
10121,"New South Wales Film & Television Office, Fortissimo Films, Showtime Australia, Red Carpet Productions, Australian Film Finance Corporation (AFFC)",0
10122,"Twentieth Century Fox Film Corporation, Elliott Kastner Productions",0
10123,,2850263
10124,,0
10125,,0
10126,Morgan Creek Productions,251495
10127,"Paramount Pictures, Columbia Pictures Corporation, MTV Films, Happy Madison Productions, Callahan Filmworks",190320568
10128,,0
10129,"New Line Cinema, Ivory Way Productions",11838218
10130,"Miramax Films, Imagine Entertainment, Universal Pictures, Parkway Pictures (I), Touchstone Pictures",108539911
10131,"DiNovi Pictures, Alcon Entertainment, Alloy Entertainment",39053061
10132,"Columbia Pictures, TriStar Pictures",13411957
10133,"Gimages, Canal+, Région Ile-de-France, Les Films Pelléas, France 2 Cinéma, Centre National de la Cinématographie (CNC), Gimages Développement, Glem Production, Tovo Films",0
10134,"9.14 Pictures, A%26E IndieFilms",0
10135,"Weed Road Pictures, Summit Entertainment, Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures",478207520
10136,Troublemaker Studios,69425966
10137,"Lionsgate, Alexandre Films, EuropaCorp",0
10138,Paramount Pictures,0
10139,,0
10140,Iblis Films,0
10141,,20377075
10142,,120620
10143,Home Box Office (HBO),0
10144,"Home Box Office (HBO), Citadel Entertainment",0
10145,"A Band Apart, Lawrence Bender Productions, Altavista Films, MUVI Films, Santo Domingo Films, Organización Santo Domingo",837000
10146,Toho Film (Eiga) Co. Ltd.,0
10147,Twentieth Century Fox Film Corporation,0
10148,Granada Television,0
10149,Columbia Pictures,0
10150,,0
10151,Metro-Goldwyn-Mayer (MGM),30000000
10152,"London Film Productions, British Lion Film Corporation",0
10153,"DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy, Patalex III Productions Limited",374218673
10154,,0
10155,Toho Film (Eiga) Co. Ltd.,0
10156,"Why Not Productions, Rhône-Alpes Cinéma, France 2 Cinéma, Centre National de la Cinématographie (CNC)",0
10157,Universal Pictures,0
10158,,0
10159,Merchant Ivory Productions,0
10160,Front Street Pictures,0
10161,,0
10162,"Alliance Atlantis Communications, Amaze Film + Television, Running Miracles Productions",0
10163,"Walt Disney Pictures, Robert Simonds Productions",66002004
10164,"GreeneStreet Films, UK Film Council, Studio Fierberg, Adventure Pictures",0
10165,"Universal Pictures, Atmosphere Entertainment MM, Romero-Grunwald Productions, Exception Wild Bunch",46770602
10166,"Columbia Pictures Corporation, Red Wagon Entertainment, Bewitched",131426169
10167,"David LaChapelle Studios, HSI Productions, Darkfibre Entertainment Ltd., Got Films",0
10168,,0
10169,,0
10170,Pioneer Pictures Corporation,0
10171,"Paramount Pictures, Dino de Laurentiis Cinematografica, Marianne Productions",0
10172,Paramount Pictures,0
10173,IFC Films,0
10174,"Sogecine, Digital +, Planet Pictures",0
10175,Applause Pictures,0
10176,,0
10177,"Intrinsic Value Films, Satan's Little Company LLC",0
10178,"Y3 Film, Coop 99, Südwestrundfunk, Arte",0
10179,Metro-Goldwyn-Mayer (MGM),3360000
10180,Twentieth Century Fox Film Corporation,24000000
10181,RKO Radio Pictures,0
10182,Stanley Kramer Productions,0
10183,,0
10184,"Gruppo Minerva International, Film Fund Luxembourg",0
10185,,0
10186,ApolloProScreen,0
10187,"Universal Pictures, De Haven Productions, The Associates & Aldrich Company",0
10188,,0
10189,Svensk Filmindustri (SF),0
10190,Warner Bros.,0
10191,Warner Bros.,0
10192,"Imagine Entertainment, Universal Pictures",0
10193,"RainCity Productions, SC Entertainment International",0
10194,Metro-Goldwyn-Mayer (MGM),0
10195,Columbia Pictures,0
10196,,0
10197,,0
10198,Touchstone Pictures,0
10199,RKO Radio Pictures,0
10200,"City Heat Productions, Sagg Main Productions, Prufrock Pictures",0
10201,Pretty Pictures,0
10202,,0
10203,Metro-Goldwyn-Mayer (MGM),0
10204,Metro-Goldwyn-Mayer (MGM),0
10205,Coproducción GB - USA - Francia - Alemania - Italia- Rumanía,0
10206,"Loew's, Metro-Goldwyn-Mayer (MGM)",0
10207,"Miramax Films, Dimension Films, MDP Worldwide, RCD Productions Ltd.",0
10208,"Paramount Pictures, DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment",591739379
10209,"New South Wales Film Corp., Margaret Fink Productions, Greater Union Organisation (GUO)",0
10210,"Toho Film (Eiga) Co. Ltd., Toho Company",0
10211,Universal Pictures,0
10212,Lowndes Productions Limited,0
10213,"Wild Bunch, Canal+, Buena Vista International Film Production France, Alliance de Production Cinematographique (APC), L'Institut Polare Français Paul-Émile Victor, National Geographic Films, Bonne Pioche",127392239
10214,"CinéCinéma, Arte France Cinéma, Centre National de la Cinématographie (CNC), Natan Productions",0
10215,,0
10216,,0
10217,"Sequoia Productions, Sequoin Films",0
10218,"Twentieth Century Fox Film Corporation, Robert Simonds Productions, Runteldat Entertainment",16809014
10219,"United King Films, Rabinovich Film Fund Cinema Project",0
10220,"Columbia Pictures, Kinostudiya ''Mosfilm''",0
10221,"Vertigo Entertainment, Touchstone Pictures, Post No Bills Films, Pandemonium Productions",25473093
10222,Why Not Productions,0
10223,"Twentieth Century Fox Film Corporation, 1492 Pictures, Constantin Film Produktion, Marvel Enterprises, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG",330579719
10224,Thinkfilm,1750211
10225,Sveriges Television (SVT),0
10226,Shooting Gallery,0
10227,"New Line Cinema, Tapestry Films, Avery Pix",285176741
10228,Lions Gate Films,0
10229,"Hanna-Barbera Productions, American International Pictures (AIP)",0
10230,"Universal Pictures, The Filmakers Group",0
10231,,0
10232,,0
10233,Warner Bros.,0
10234,"StudioCanal, TPS Cinéma, Lunar Films, Canal+, Ce Qui Me Meut Motion Pictures, France 2 Cinéma",23727301
10235,,0
10236,"Zebra Films, Société Nouvelle des Établissements Gaumont (SNEG)",0
10237,,0
10238,"Theodora Productions, Metro-Goldwyn-Mayer (MGM)",0
10239,Universal International Pictures (UI),0
10240,"RKO Radio Pictures, Winchester Pictures Corporation",0
10241,,0
10242,"Canal+, Canal+ Polska, Centre National de la Cinématographie (CNC)",0
10243,,0
10244,TAO Film,0
10245,"Le Studio Canal+, Téléma Productions, France 2 Cinéma",0
10246,MTV Films,23563727
10247,"Palace Pictures, British Screen Productions, Wicked Films",5728953
10248,Universal Pictures,0
10249,"RKO Radio Pictures, Mercury Productions",0
10250,"Universal Pictures, StudioCanal, Working Title Films, WT2 Productions",0
10251,,76901
10252,"DreamWorks SKG, Warner Bros., Parkes/MacDonald Productions",162949164
10253,Paramount Pictures,34252847
10254,"Lions Gate Films, Cinerenta Medienbeteiligungs KG, Firm Films, Cinelamda Internationale Filmproduktionsgesellschaft",0
10255,"HBO Films, Picturehouse Entertainment, Pie Films Inc.",1928985
10256,"Alta Films, Tesela Producciones Cinematográficas",0
10257,"Walt Disney Pictures, Gunn Films, Max Stronghold Productions Inc.",86369815
10258,"Laura Ziskin Productions, Original Film, Columbia Pictures Corporation, Phoenix Pictures, AFG Talons Productions",76932943
10259,"Team Todd, Warner Bros., Ubu Productions",58405313
10260,Mighty Cheese Productions,0
10261,Bud Yorkin Productions,0
10262,"Columbia Pictures Corporation, Everglades Productions",0
10263,,0
10264,Russ-Arts,0
10265,Paramount Pictures,0
10266,Troma Entertainment,0
10267,"Village Roadshow Productions, Greek Film Center, FilmNet",0
10268,"Channel Four Films, Palace Pictures, Shadow Theatre Films, British Screen Productions",0
10269,,0
10270,777 Films Corporation,0
10271,"Universal Pictures, Barry Mendel Productions",38869464
10272,,0
10273,,0
10274,Noble Media,0
10275,"United Producers, Ramesh Sippy Entertainment, Sholay Media & Entertainment, Sippy Films",0
10276,"Bac Films, Focus Features, Five Roses",45742101
10277,"Golden Harvest Company, Golden Way Films Ltd.",0
10278,,0
10279,Bhansali Films,0
10280,Warner Bros.,0
10281,"Twentieth Century Fox Film Corporation, Bert E. Friedlob Productions",0
10282,Javelin Films,0
10283,Twentieth Century Fox Film Corporation,0
10284,"Wild Bunch, Pretty Dangerous Films, Departure Entertainment, Departure Studios, Artist Film, Above All Things Inc, Muse Productions, Metro Tartan Distribution Ltd., Minerva Picture Company Ltd., Snowfall Films",176153
10285,,0
10286,"Lions Gate Films, Artisan Entertainment, Marvel Enterprises",143000
10287,Herman Cohen Productions,0
10288,"Village Roadshow Pictures, Gerber Pictures, Warner Bros., WV Films III",110803676
10289,"Lawrence Bender Productions, El Camino Pictures, Go Fish Pictures",0
10290,Tres Malandros,0
10291,,0
10292,"Columbia Pictures Corporation, Out of the Blue... Entertainment, Happy Madison Productions",22400154
10293,"Universal Pictures, MFPV Film, Double Feature Films, ShadowCatcher Entertainment, Daniel Bobker Productions, Brick Dust Productions LLC",91974818
10294,"Paramount Pictures, Di Bonaventura Pictures",92374674
10295,"Lawrence Bender Productions, Marty Katz Productions",10166502
10296,"Paramount Classics, Seven Arts Pictures",0
10297,"REN-Mar Studios, Prospect Pictures",0
10298,Discovery Docs,0
10299,"Ital-Noleggio Cinematografico, RAI Radiotelevisione Italiana",0
10300,,0
10301,Nick Stagliano,0
10302,Cinema Center Films,0
10303,Twentieth Century Fox Film Corporation,0
10304,,0
10305,"Columbia Pictures, Normandy Productions",0
10306,"Twentieth Century Fox Film Corporation, Saber Productions",0
10307,Show East,0
10308,"Columbia TriStar, Home Box Office (HBO), Creature Features Productions LLC",0
10309,"Alphaville Films, USA Cable Network, Attila Productions, Michael R. Joyce Productions",0
10310,"Oceania Produzioni Internazionali Cinematografiche, Euro International Film (EIA)",0
10311,,0
10312,"rusty bear entertainment, lucky crow films",0
10313,TriStar Pictures,331816
10314,NWR Film Productions,0
10315,RKO Radio Pictures,0
10316,"John Wells Productions, Pandora Pictures, Gaylord Films, Warner Bros.",0
10317,"Columbia Pictures Corporation, Transcontinental Films, Robert Laffont Productions",0
10318,"Pyramide Productions, Passion Pictures, France 2 Cinéma, Huit et Demi Productions, Zeal S.r.l.",0
10319,Monogram Pictures,0
10320,Halas and Batchelor Cartoon Films,0
10321,"Winterfilm Collective, Vietnam Veterans Against the War, Winterfilm Inc.",0
10322,,0
10323,,0
10324,"United Artists, Trans World Entertainment",27843
10325,Metro-Goldwyn-Mayer (MGM),0
10326,Making Movies,0
10327,"Pacific Western, HBO, HBO Films",0
10328,ITC Films,0
10329,Metro-Goldwyn-Mayer (MGM),0
10330,,0
10331,"SLB Films Pvt. Ltd., Applause Bhansali Productions, Applause Entertainment Ltd.",733094
10332,"Universal Pictures, Apatow Productions",109449237
